ID_id,ID_tdate,ID_bdate,ID_sex,Task_onset,Task_offset,Task_model_type,Task_correct_final_ci,Construct_Action_onset,Construct_Action_offset,Construct_Action_action_cd,Construct_Action_target_rgbls,Construct_Action_verticality_ab,Construct_Action_orientation_longblock_hv,Construct_Action_relation1_color_rgbls,Construct_Action_relation1_orientation_hv,Construct_Action_relation1_frontback_offset,Construct_Action_relation1_leftright_offset,Construct_Action_relation2_color_rgbls,Construct_Action_relation2_orientation_hv,Construct_Action_relation2_frontback_offset,Construct_Action_relation2_leftright_offset,Construct_Action_relation3_color_rgbls,Construct_Action_relation3_orientation_hv,Construct_Action_relation3_frontback_offset,Construct_Action_relation3_leftright_offset,Construct_Action_relation4_color_rgbls,Construct_Action_relation4_orientation_hv,Construct_Action_relation4_frontback_offset,Construct_Action_relation4_leftright_offset,Construct_Action_relation5_color_rgbls,Construct_Action_relation5_orientation_hv,Construct_Action_relation5_frontback_offset,Construct_Action_relation5_leftright_offset,Construct_Action_relation6_color_rgbls,Construct_Action_relation6_orientation_hv,Construct_Action_relation6_frontback_offset,Construct_Action_relation6_leftright_offset,Perspective_Orienting_onset,Perspective_Orienting_offset,Perspective_Orienting_direction_lr
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,186014,186014,c,yl,a,h,bl,v,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,191590,191590,c,gs,a,.,yl,h,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,218008,218008,d,bl,b,h,yl,v,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,220422,220422,c,bl,b,h,yl,v,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,228854,228854,d,gs,a,.,yl,v,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,237286,237286,c,bs,b,.,bl,h,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,237320,237320,c,gs,b,.,bl,h,1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,239938,239938,d,gs,b,.,bl,h,1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,243746,243746,c,gl,b,v,bl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,248166,248166,c,gs,a,.,yl,v,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,255680,255680,d,gs,a,.,yl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,256564,256564,c,gs,a,.,yl,h,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,267376,267376,c,ys,b,.,bl,v,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",186014,186014,.
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",204510,204510,c
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",209032,209032,c
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",215696,215696,a
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",251736,251736,c
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",262718,262718,a
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",262922,262922,a
BT_S010_AD,03/18/2024,03/19/2022,f,177038,272102,m1,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",268600,268600,a
BT_S010_AD,03/18/2024,03/19/2022,f,281520,342244,m2,i,298282,298282,c,bs,a,.,gl,h,0,-2,yl,v,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,281520,342244,m2,i,300900,300900,d,bs,a,.,gl,h,0,-2,yl,v,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,281520,342244,m2,i,304334,304334,c,bl,a,v,gl,h,-1,-2,yl,v,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,281520,342244,m2,i,307016,307016,c,ys,a,.,bl,v,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,281520,342244,m2,i,318036,318036,c,gs,a,.,ys,.,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,281520,342244,m2,i,325380,325380,c,bs,a,.,bl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,281520,342244,m2,i,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",298282,298282,.
BT_S010_AD,03/18/2024,03/19/2022,f,281520,342244,m2,i,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",320212,320212,c
BT_S010_AD,03/18/2024,03/19/2022,f,281520,342244,m2,i,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",337858,337858,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,370464,370464,c,yl,a,h,ys,.,1,2,bl,v,0,0,bs,.,1,-2,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,374748,374748,c,gl,a,h,yl,h,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,380018,380018,d,gl,a,h,yl,h,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,385560,385560,c,gl,a,v,yl,h,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,402492,402492,d,gl,a,h,yl,v,1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,403648,403648,c,gl,a,h,yl,v,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,414154,414154,c,gs,b,.,yl,h,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,416432,416432,f,ys,b,.,yl,h,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,421090,421090,c,ys,b,.,yl,h,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,429930,429930,f,gl,a,h,yl,v,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,432004,432004,c,gl,a,h,yl,v,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",370464,370464,.
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",389436,389436,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",406742,406742,a
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",407558,407558,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",408374,408374,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",422892,422892,a
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",425918,425918,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",426190,426190,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",439552,439552,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",440028,440028,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",444482,444482,a
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",448222,448222,a
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",448732,448732,a
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",448936,448936,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",449004,449004,c
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",452404,452404,a
BT_S010_AD,03/18/2024,03/19/2022,f,349384,454274,m3,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",453424,453424,a
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,470050,470050,c,bl,a,h,ys,.,0,0,bs,.,0,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,473892,473892,c,yl,b,v,ys,.,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,474776,474776,d,yl,b,v,ys,.,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,475592,475592,c,yl,b,v,ys,.,-1,1,bs,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,480250,480250,c,gl,b,v,ys,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,492762,492762,c,gs,a,.,gl,h,-1,-1,yl,h,1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,507178,507178,d,bs,a,.,yl,v,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,507212,507212,d,ys,a,.,yl,v,1,-1,gl,v,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,507246,507246,d,bl,a,h,ys,.,0,0,bs,.,0,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,510306,510306,c,bs,a,.,yl,v,1,-1,gl,v,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,511054,511054,c,ys,a,.,yl,v,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,512686,512686,c,bl,a,h,bs,.,0,0,ys,.,0,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",470050,470050,.
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",483446,483446,a
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",484738,484738,c
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",485214,485214,c
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",490280,490280,a
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",491436,491436,c
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",493102,493102,a
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",495142,495142,c
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",497556,497556,c
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",499324,499324,c
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",502010,502010,a
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",504934,504934,a
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",505410,505410,a
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",514182,514182,c
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",518364,518364,c
BT_S010_AD,03/18/2024,03/19/2022,f,463488,524994,m4,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",521832,521832,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,545836,545836,c,yl,a,h,ys,.,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,554914,554914,c,gl,a,h,yl,h,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,557906,557906,c,bs,a,.,gl,h,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,561306,561306,c,rs,a,.,gl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,578034,578034,d,yl,b,h,gl,h,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,578068,578068,d,ys,b,.,yl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,633658,633658,c,bl,a,h,rl,h,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,637432,637432,c,ys,a,.,rl,h,-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,640016,640016,c,gs,a,.,ys,.,0,-1,bl,h,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,644164,644164,c,rs,a,.,gs,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,661436,661436,d,gs,a,.,bl,h,0,-2,ys,.,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,661470,661470,d,rs,a,.,gs,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,661504,661504,d,ys,a,.,rl,h,1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,664836,664836,c,yl,a,v,rl,h,1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,667454,667454,c,gs,a,.,bl,h,0,-2,yl,v,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,667488,667488,c,rs,a,.,gs,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,669222,669222,c,ys,b,.,yl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,676362,676362,d,gs,a,.,yl,v,0,1,bl,h,0,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,676396,676396,d,rs,a,.,gs,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,688806,688806,c,gl,a,h,yl,h,-1,-1,bl,v,2,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,697714,697714,c,bs,a,.,gl,v,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,700162,700162,c,gs,b,.,bl,h,1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,712300,712300,d,gl,a,h,yl,h,-1,-1,bl,v,2,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,712334,712334,d,bs,a,.,gl,h,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,714952,714952,c,gl,a,h,yl,h,-1,0,bl,v,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,714986,714986,c,bs,a,.,gl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,719950,719950,c,rs,a,.,gl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",545836,545836,.
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",572390,572390,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",572526,572526,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",633658,633658,.
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",644777,644777,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",651848,651848,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",668814,668814,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",669358,669358,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",679626,679626,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",689146,689146,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",703698,703698,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",721684,721684,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",722024,722024,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",726342,726342,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",727056,727056,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",728280,728280,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",731000,731000,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",732632,732632,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",734298,734298,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",737766,737766,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",738786,738786,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",741472,741472,c
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",744804,744804,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",745110,745110,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",748170,748170,a
BT_S010_AD,03/18/2024,03/19/2022,f,536486,750346,m5,c,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",748612,748612,a
BT_S010_AD,03/18/2024,03/19/2022,f,754154,885530,m6,c,775778,775778,c,rl,a,h,bl,v,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,754154,885530,m6,c,777784,777784,c,rs,b,.,rl,h,-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,754154,885530,m6,c,798422,798422,c,yl,b,h,bl,h,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,754154,885530,m6,c,803760,803760,c,gl,b,v,yl,h,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,754154,885530,m6,c,806548,806548,c,ys,b,.,yl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,754154,885530,m6,c,813076,813076,d,bl,a,h,yl,h,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S010_AD,03/18/2024,03/19/2022,f,754154,885530,m6,c,813110,813110,d,rl,a,v,bl,h,-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
